code,score_1,score_2,score_3,score_4,score_5
31390,79.69403483,62.46678463,30.95316397,57.54627033,61.85295837
142280,78.0235008,83.20242544,76.16479353,65.23206327,35.05065682
234690,79.64768682,33.33854846,65.26366196,51.55495756,87.37072124
5250,26.52820617,48.489802,9.164223496,97.62323969,89.88188631
5257,19.31516888,69.94138504,87.51506723,48.60772141,54.49232144
65560,61.873184,27.42002422,12.54358762,51.66817374,26.40177353
4370,58.24876651,80.42954248,57.5666915,94.13280769,80.30500371
72710,27.51462677,16.30501709,24.07184817,19.23949145,18.64828924
54050,56.87412382,60.71083201,31.17821539,97.90073698,15.95064319
69140,75.63607035,69.39975922,20.04870201,71.92961291,54.95360231
40160,6.204652773,12.19710679,11.78189069,15.69956163,20.46450528
126870,58.82458192,57.36030053,99.09473685,67.58348434,62.63384255
60260,20.51071555,49.67449526,56.54926468,17.45586792,27.98606126
12340,71.04479599,94.93798871,85.62908703,52.37058951,27.42772273
214870,41.6197753,89.14354392,91.92560357,19.48927686,98.75872978
270870,8.720258192,66.28094843,56.79107341,27.51938452,75.28829714
144960,75.24324026,46.35423393,77.92113507,27.19670783,38.74064528
85670,51.75573315,20.06541754,99.57036475,66.65843539,9.571961413
119860,57.47739714,82.26255539,98.52761609,64.09242251,62.5282764
64260,36.92002276,27.652469,52.43368165,4.458500901,93.26705405
93640,89.33626121,37.69711647,4.759162907,13.27002976,14.69663062
340360,7.502969763,40.22062602,39.99796533,53.79067966,37.33921842
39560,5.524690473,95.78622696,44.28022044,52.86178594,36.24722475
58730,7.429021423,0.571751968,30.76232328,84.63991928,79.96062675
23590,69.62841943,86.79600131,56.58331544,38.35891081,52.57139834
32190,9.344104267,77.93096616,51.04114854,0.195713613,50.63489658
323350,82.92488288,81.8555838,15.22958249,14.48145905,8.258248204
68240,54.08589682,25.85065887,48.83138035,74.775925,55.70032656
145210,98.86547771,72.60276672,33.34356397,34.82959741,37.42622916
86080,40.67580205,4.112690589,46.76427376,73.37514248,98.53034563
271850,59.50958598,28.26542627,38.61528729,0.383828256,81.05613723
343090,75.61734031,9.808923451,0.643300947,34.42403996,79.97463992
19680,6.332772097,92.54363764,74.07241532,12.27386724,91.61289617
19685,57.2203735,91.2770604,65.11055079,36.23386417,91.68593897
6370,2.879937955,30.64142283,16.27699773,94.17820526,92.29469155
8060,28.95623237,27.8852652,64.09159825,54.53728094,11.16782105
00806K,63.49659181,11.97848837,31.15426172,83.28573585,92.69253602
353200,82.59258335,8.620289773,55.85897525,42.73552699,72.08585307
35320K,86.7466401,93.04615192,21.15719259,30.93045832,55.10026344
490,86.22611601,35.37050504,79.88920194,88.12923698,88.93137229
178600,39.16546769,24.45519541,63.01490092,10.00009941,26.62110947
20400,24.75861608,0.918329573,35.75093498,12.8492989,26.36258905
8830,60.99413208,8.633886895,14.17685124,44.52813554,86.99342831
48470,32.59866759,34.46708591,84.1609231,88.70546569,46.0767994
8110,36.0943647,16.50999773,76.77508317,40.13346907,2.337453957
4780,36.06438597,48.09354908,57.56590944,8.924648466,22.18495711
5750,12.97325561,7.327609863,21.66289304,88.62307993,50.5133279
17650,41.31714984,14.73786847,81.53011491,26.04559559,67.31542285
6570,85.83116388,36.23655426,59.9587007,34.63462116,44.67374292
7720,56.03663967,89.69559495,76.67263112,9.133353754,80.89522683
317850,4.58127507,54.66171177,49.87475051,33.76858873,23.0392746
290670,50.88600519,4.081330405,22.2108227,56.76829067,33.99917821
78140,36.60555745,75.41906723,85.12006116,63.06689021,53.08174348
1680,21.37888816,4.415127685,79.87063576,56.88816792,42.49924994
1685,94.67350823,19.93930305,20.48796222,79.28470021,56.87743537
84690,12.74453814,85.2972917,19.86248151,57.17720291,29.63172912
84695,2.696485395,2.459548349,71.86451295,22.59397789,94.97926225
36480,74.86054025,40.21870226,67.30775082,2.453356681,89.57299364
128820,55.81355102,36.07897104,32.23557918,85.55459146,24.10079372
117580,49.71148663,40.46734208,30.7955283,65.38253631,97.92234447
25440,16.70464439,0.508959694,87.56994639,35.16337358,33.04374761
27830,2.519280238,73.72386119,27.80305562,31.81151414,17.41655205
104040,61.33541766,79.53163316,75.75231332,84.3175052,12.4205205
16710,34.50869613,88.31755579,32.8909165,89.06944104,14.48626281
387310,42.60705194,9.486323577,53.51763396,77.37336821,53.72546507
332290,12.3096178,38.47069661,68.68205831,4.350475626,50.72291976
336570,66.92793647,73.21640934,79.02673211,0.45937763,3.68790809
369370,67.88672557,0.490094815,14.932081,3.126358799,38.61847469
20180,63.61957488,88.39211048,71.55914453,94.6396431,39.25097783
3540,37.26152082,96.76528074,45.72251229,66.95664654,16.1479908
3547,83.64995273,1.011419968,84.03645286,58.81714164,99.73372144
3545,88.1161588,70.38183261,83.0767769,93.89817021,88.34086414
45390,25.47971956,65.64025916,5.493317843,63.30238374,82.91768029
9190,48.46239532,30.86002434,13.66132699,4.509134149,37.24584271
108380,19.00615651,69.36356675,1.24091328,56.02255306,30.41580023
6580,71.14735213,65.02565999,44.3973126,46.17097371,81.42541211
14160,58.05304344,77.51017906,63.82957547,87.10288293,29.34854286
47040,81.10544572,53.07595107,67.4662172,38.52574587,60.76527415
9320,98.70000899,73.98952386,1.500484931,9.953971935,53.4518875
42660,19.5030971,17.18943976,80.15764866,61.12356522,56.91858835
3090,54.01388409,21.25211138,63.95628849,32.00464943,33.85602401
69620,15.44364574,2.401284822,37.81170125,14.47749882,45.10119313
7680,9.546340274,21.41472773,39.98540332,84.20837809,14.50308019
430,96.55046823,99.33406772,52.00084867,10.77354933,40.08749594
48910,51.43186999,56.71512836,92.57021331,35.01924718,61.56337615
5710,84.92601115,87.16106155,4.078931064,92.46937825,12.81750349
6340,52.08291813,91.5718622,86.15533307,91.66211709,1.205958943
6345,4.636723211,54.74071732,8.306478726,59.55035188,88.05173348
3220,25.25592823,64.86531993,7.178617299,82.46930661,89.74150805
24890,34.93385665,99.13947641,2.927313538,12.14660407,66.44689654
290380,63.25411992,58.23998763,81.84694629,25.95294044,54.7447093
2880,55.88952284,59.00086901,4.167084272,63.3579647,17.17019758
290120,9.303610386,64.90916855,16.75879997,16.92069484,28.99836497
300,34.58033068,61.67069114,86.75058122,53.85831055,71.48802565
120240,22.60564418,15.10553059,62.93844831,2.079849414,15.07107593
3310,14.96394481,37.18474398,88.48558132,54.2827979,53.84013365
114920,72.25103355,36.08177428,40.23477659,58.32045171,82.96721833
78600,75.86645461,97.08991084,71.08127991,88.259125,58.71362127
12800,47.54191111,30.15301202,81.24410161,65.46608414,31.82786808
15230,43.54312499,31.61629991,89.793358,80.07610691,87.25149351
96350,63.52527087,3.264977743,57.98365527,39.37626833,41.54172832
140520,37.30836121,24.16661284,2.93176758,35.06392049,60.97013158
131220,73.60166386,85.4403325,92.06673239,9.731627739,45.18962323
10170,58.56038994,42.22909358,89.89419634,97.75778704,41.0384044
60900,90.46038923,92.23228501,97.21177059,64.65130052,74.24691994
54670,41.43836635,3.441068292,19.00751923,4.000778187,86.08249606
1070,61.30623862,58.59965434,43.30590873,72.69431605,86.17655567
23910,36.71140973,74.78421544,82.36655399,45.82312843,48.52404627
6650,37.12814081,67.50117655,66.14344115,68.32876327,18.7985064
1440,30.80720154,11.80192896,76.34892356,12.13942563,61.89935853
84010,84.02649818,49.29669572,52.96840222,29.04750546,32.29164137
1790,86.28596945,24.07710846,44.19557363,28.07539702,11.62842279
1795,50.90857853,12.78920268,19.98903992,10.5149135,31.37240472
1130,0.87866784,89.12573716,2.147667853,13.78683592,72.9183068
3490,16.86774553,25.51035818,85.50552717,46.56667276,3.848772912
3495,90.51231801,23.89602486,27.13910521,67.29897023,96.89278094
5880,46.54084552,33.25127472,92.86357553,48.908997,85.10908152
3830,37.89211109,65.96027735,8.747471229,6.479576193,65.35787087
16090,85.43061373,95.14897816,23.9885496,0.815287505,97.10731911
69460,33.10542641,40.31797478,89.97959713,99.51292288,29.25848281
21040,52.61467351,67.52910716,33.74193629,61.4315017,31.18551259
21045,90.25574978,36.8026263,14.70882413,15.00466701,58.9590143
67080,4.676617658,46.03000522,58.89079666,28.0726964,55.0239708
298540,78.81615922,30.53602075,85.93141085,79.48703874,1.303534607
192080,60.05496525,63.87785426,97.49936553,24.83880597,33.3394288
299170,40.14377246,37.21193925,99.3379114,0.746316074,55.11765791
12510,23.99992819,8.25367832,19.1600805,94.33420621,29.07922633
302920,59.75618298,87.56358333,53.3478466,90.37659084,34.54132269
213420,75.60267541,17.17587453,78.57832445,63.99820273,33.26565375
317330,99.5952265,26.18324149,21.22689573,48.13231835,0.019513543
77360,4.051779077,25.69278695,75.72884912,72.47446028,78.05883323
4830,34.81310574,42.75493419,79.72840746,43.38459242,20.21259815
4835,23.69873913,40.1835098,35.52134706,73.91909079,44.22401852
90410,90.3863929,54.53564155,67.47978896,45.1570315,54.49012216
24900,59.95086796,73.62091983,13.00622683,56.66523607,41.26891535
263600,55.90238673,36.44423043,1.384276016,77.87124038,13.24632678
194480,48.19604425,37.3134016,29.71164785,25.8337138,13.21095095
348840,68.58638774,28.21015168,59.87069329,38.96267335,87.75817497
263800,97.73636718,19.21526502,41.27253714,44.53687233,96.3766876
199150,25.66793634,73.84348263,55.04830783,40.45234081,91.63486741
206560,20.23271158,36.75178115,83.57131477,4.784308268,11.90909806
261200,30.48113305,37.80838639,15.2256524,79.87551596,71.83941696
145720,57.53336516,13.65268978,97.88002394,21.35701889,97.85519253
227420,78.74828628,92.23375655,14.01548849,61.15155649,80.74192876
67990,16.21372014,32.43415007,58.97964566,68.20658591,35.50633283
2150,81.9444032,32.24527723,45.32286464,57.03857327,52.79913424
6620,14.08751013,10.21611005,33.70669235,62.24990006,36.11759068
100130,3.221341815,8.000297632,21.80638922,46.16273404,72.29821744
5160,27.06378042,38.50108398,8.134566624,94.82088428,26.70459701
75970,89.30291698,62.70478144,71.34546623,15.90167294,5.875716933
1230,0.605257451,37.86679113,56.77521334,39.41927505,92.0807908
86450,87.99101755,8.675156748,98.93760294,65.05536067,84.92805891
23450,15.97411036,32.4621739,29.45783975,98.54325966,50.93230619
4140,56.2911147,11.47131678,23.89595061,94.38160986,34.89437427
99410,22.26067487,89.68561326,59.35721729,13.02566933,40.73939488
7590,39.66108991,48.89823454,12.43035406,74.84763065,34.76464885
5960,23.11755402,88.66948829,32.85918727,60.01933257,93.12228643
5965,54.44190753,45.72879638,15.11084942,53.30728114,47.00180103
26960,41.84739583,38.69044028,28.72422462,88.60216325,75.7396687
2210,31.20249978,99.64371337,80.18528195,4.737976097,14.2097807
102260,45.44102142,50.10921378,64.43279616,51.96858145,88.02945132
33500,75.52780276,89.80801545,79.7274751,81.78457681,1.982720545
25950,59.07734001,68.2499307,89.52441256,54.46191685,48.16778792
640,64.22243689,60.29352469,70.8058821,8.819867387,14.19314253
170900,50.83658939,3.78279237,30.5186365,79.46559728,20.38153341
88130,82.77586722,48.50831853,77.68533803,0.576392685,99.51973209
28100,53.51536576,89.17499268,34.29566443,85.7568077,3.965178623
282690,88.67279102,89.61812272,50.50737563,61.34491941,87.07017122
41930,94.8791677,4.39389702,11.93979091,2.381491533,68.02188575
1520,11.52600147,43.44514501,67.33049919,6.163371793,27.29891433
1527,98.43942324,61.3512879,1.034499938,74.09311324,4.155949205
1529,45.92556404,19.96537269,17.52158446,95.48237071,27.20902336
84670,83.60508841,35.45441908,24.4117168,21.7117188,9.79874204
82640,53.82120024,55.11326026,17.71358754,12.35171074,49.39311678
60380,99.47560281,16.02198026,97.39028163,56.67413971,92.23039481
1525,91.0445047,73.64569309,64.83287014,62.96766965,57.76236154
79960,13.86854245,84.24041265,90.37384351,3.611844343,85.01402584
8970,3.868559488,48.10674808,6.26126945,77.65887423,19.23392461
228340,43.02217253,85.20163993,32.9385483,37.91680954,69.52352065
92780,78.46462812,49.96576248,75.5443034,21.81097615,90.62047097
88910,2.931024121,0.898381239,69.69510521,74.50820022,7.325929792
94170,33.7420014,96.63369521,10.32096298,97.92797955,35.12703608
49770,6.76315361,15.50253237,74.08304066,26.01135565,50.22976138
13120,97.325264,11.28961603,46.23797275,78.2533145,85.30953992
18500,77.80953901,40.80350543,54.61076295,8.566586912,82.11060606
6040,33.92259678,30.71460612,59.56796552,82.82043011,33.72960819
30720,48.58761158,23.65070878,28.04825945,35.06452443,38.54300205
14820,0.562558427,17.15653068,35.39619077,10.69881101,93.88697136
14825,33.31222387,34.19271901,8.505441151,99.94824268,13.51993065
163560,10.50593105,72.30563798,48.13737472,32.4939877,3.985732519
109860,83.02873069,21.6912611,27.29334859,91.79401876,94.42101867
32960,21.00681498,1.451276774,64.21828789,38.58531225,81.27160314
4890,85.78833597,71.34477128,68.43173894,30.29949725,64.07412865
2690,84.13789726,10.37800851,2.47892545,33.51563262,7.041529465
23790,54.20287472,75.99982131,79.60996215,92.44382179,30.67917028
5290,12.22250353,8.019908481,27.73351717,2.369216271,83.55703549
25900,75.49725956,37.74754967,14.03091622,69.01579779,56.63665278
20,35.31103434,24.47659487,20.7254025,88.16930622,23.44719576
150,28.13246392,16.17091406,40.83207667,57.59309812,16.82024592
157,10.30628737,65.0983468,34.79964762,85.78469847,6.039781498
241560,37.45907826,45.39052323,19.24631671,98.72617902,74.72479353
155,67.00981433,58.25223026,68.43541742,17.36945708,34.24572319
34020,95.88887595,68.03496771,29.20242081,79.58113561,64.13231924
336260,41.99820468,20.33805327,20.39611329,88.88018859,97.99799504
33626K,76.50875856,40.12596699,22.61227024,68.01227147,62.08188301
33626L,67.08233436,11.58309651,73.34403599,87.1527237,52.39414349
16740,9.857339453,74.79046436,11.76463165,1.303857223,68.54116016
73190,35.25316621,52.12547866,99.64848075,51.60458903,77.73073808
176750,90.63979682,85.26328196,70.46962313,30.31184028,13.1186488
30350,7.563834267,35.73444163,69.7937861,89.73483956,23.87776589
203650,7.520663641,97.31173557,12.67906807,4.058471556,10.23199025
223250,58.25998798,4.434220207,94.73877209,90.48455199,90.40150876
60570,42.90755635,22.66428197,7.485399515,61.78764776,27.92734963
192650,61.31612667,49.68436433,12.48529253,73.33205,98.71008766
217620,5.420716069,14.26289906,46.75705296,9.532311038,66.41560939
187870,87.62868941,8.253702259,86.93593669,64.96154226,90.78194736
66670,47.03375024,71.88427129,18.88130495,17.87782074,45.59846428
24090,51.43416263,52.91972639,63.75606672,99.08232964,42.69322061
3160,49.60101565,91.02865315,65.50862559,51.65550698,16.29119446
92200,3.216897399,56.39729373,32.04080392,96.82240612,36.33752189
110990,62.71393252,72.74106922,57.00956067,96.01021857,34.41338209
263690,76.77967727,3.112331245,4.316322046,41.02587691,81.55507053
214680,70.54011045,90.37234549,88.92080674,18.99947388,31.70308748
377190,98.25613339,39.50724594,29.08765265,99.89923989,45.46211768
263720,94.87881777,59.11494218,86.05379552,98.50534595,33.23586765
109740,43.05688307,53.57941546,62.84306032,36.91719118,23.9629332
131030,52.53370053,30.5000035,13.56286522,76.54811498,54.75018245
196490,54.88125918,94.97185901,31.49499192,35.80845301,53.6594364
66900,78.49954234,86.48454221,30.63106354,41.32746286,41.57243864
127120,79.50237519,65.30224996,42.62916458,68.19827525,94.18269305
92070,26.84538393,73.29444054,15.36068629,24.91177873,83.99404491
134580,1.75368391,14.55099487,16.30465387,58.8868573,74.15116703
39840,53.87071299,43.36716075,57.90594867,11.40304433,55.95311795
13570,4.788272638,40.07463147,33.09178478,22.58251722,47.92562749
219550,85.05739805,13.57314444,95.58704725,72.06009851,33.67388217
210540,32.75312133,83.51505491,85.873828,3.481722803,78.44010289
104460,62.32204139,51.01180983,18.53347388,18.43432344,69.04224724
79810,9.640298521,99.99869496,19.86536523,15.29058752,10.53532034
113810,73.12664352,50.8688489,41.32105542,95.18108157,99.17176395
43360,74.19959928,89.31485068,58.42591589,72.29564155,51.03834174
197140,83.08332337,42.70532248,21.56294878,29.48011269,67.09911203
106520,5.86392379,95.07165145,27.74306143,83.49066232,9.910376879
68930,57.51398946,63.95917607,10.34546247,26.07572291,98.52359542
33130,23.28393434,70.01420644,6.555423342,1.169057021,96.63595883
105740,78.91734862,83.15289817,28.85229766,37.5124001,96.71930299
263020,74.79246863,4.900226384,7.248218709,89.37997614,82.4276782
290550,38.05608869,55.93996132,79.29476057,78.59934405,61.23971672
7340,10.4215185,78.63167975,64.99710302,60.39869996,64.95549559
187220,37.67416368,30.45309322,76.37681755,44.18479629,83.50773067
26890,34.88898523,27.54926105,73.85892686,3.923834876,1.409493853
163430,16.80772966,70.9442049,13.27195731,61.12714834,43.83364939
131180,81.0378547,89.68447137,66.8822667,0.022392699,35.9070262
315640,83.73816127,70.09014958,87.45156725,44.00182553,10.39723603
317120,3.501568029,1.033350501,33.03943855,88.73662452,60.46646669
42510,78.83515703,63.65822431,89.49878145,66.2879022,39.70342755
232680,45.61540321,91.0556405,70.75408626,79.21613338,46.36345897
300120,38.91706669,98.80774082,44.339669,0.367540351,74.41768803
171120,63.27172855,38.75027259,94.76569023,6.557801396,48.99085435
69540,39.02366151,79.838534,57.37911618,46.77155416,80.52725481
285770,75.95136079,94.7478127,5.036490475,57.32822301,82.34940385
347700,98.48927265,60.45617261,55.60265379,99.37283899,97.53961403
214260,29.78351352,6.911927612,62.36715504,11.93967965,45.05918671
115390,39.15024397,33.71143148,46.44498837,30.9043713,77.33761123
200350,53.34452003,45.86019374,79.86035977,61.16420334,31.43436212
171010,20.04123973,40.08200531,10.67864411,35.8275037,9.47305749
84650,37.35398685,73.03876487,98.09618996,73.96393122,25.65397426
217500,86.07723291,81.04169865,32.61822777,54.9631353,28.57903751
92590,35.57267319,73.81885359,43.02964945,72.76275511,23.49756922
141080,62.97085247,1.081058526,78.89252226,63.35615357,99.39331786
60300,34.21255487,5.300397353,51.20882542,65.34735839,36.56866919
38390,21.5001729,75.19138276,77.18474592,74.58428334,38.51510876
294140,6.336867255,54.69810615,6.250902105,26.02855097,8.831001474
228670,56.69113062,99.80802616,75.24778629,79.44146488,89.36478376
228850,60.62035142,37.34946919,72.6107787,72.6029653,95.58643802
281740,4.587036515,46.45730271,5.362816164,39.21273819,94.76689309
277810,40.20161891,63.10202251,8.37601746,48.54771919,92.58072502
179720,28.59174688,13.00852414,83.1055709,48.59257337,69.87370122
215100,44.70679254,97.18409903,97.78127488,73.27818586,19.5002624
90360,25.73169231,95.45439417,9.28391368,72.52678366,11.57287362
238500,46.4518246,98.54545897,59.5995809,67.62327847,21.07236942
108490,38.43287997,13.40759515,2.176064155,85.90947317,2.643632503
900260,12.85852723,44.52955412,36.27160366,40.44848582,15.26471071
67730,91.10343926,70.08322965,99.69001423,22.49984065,71.09731808
71280,82.68003143,54.09345433,24.06516811,59.29505528,45.58859656
32350,41.13018898,80.07610555,82.35208852,6.823177784,29.59314536
89860,20.2938336,23.38013042,16.65772674,80.00746939,40.60826163
330590,87.17769011,97.78853263,35.53580449,3.346688372,18.87445564
400,0.431574467,39.27881523,86.0562385,24.99459512,40.42408847
23530,37.13366188,60.92185912,93.07879215,26.87625297,21.06572027
4000,61.79619252,81.58196513,76.75509432,92.92361536,53.4838582
286940,87.2262762,88.46336567,2.796637279,23.29376264,84.78775177
280360,16.89381763,49.52938409,80.71907708,60.44045717,9.046432607
4990,65.94608704,42.09680058,59.76483891,26.00058931,21.30912912
00499K,58.92745318,0.055019252,14.48764998,86.71541651,36.95733111
5300,38.28566135,57.62503554,55.09652388,2.629446575,99.42576643
5305,38.23882455,82.91875561,34.96187901,67.64889455,77.7063008
11170,78.6179537,23.29995262,35.28360064,96.38193189,75.3452698
2270,4.945527911,47.07455653,29.10856264,99.10106406,90.90586053
71840,90.5891332,33.21994881,63.40687588,89.29872643,80.93897784
38060,31.45133926,12.91251842,56.44840976,95.41390903,81.04504121
162120,76.34739576,92.22562572,84.39645694,54.84813314,72.11915914
253610,96.67232505,12.60089071,23.41340931,2.111907586,95.25907557
85370,34.71788998,52.06359347,64.63301814,90.01581945,2.454443085
08537M,54.30486372,27.74764379,97.41499564,66.73949371,36.59239862
60240,10.12162835,86.50822598,74.04506393,20.52548178,19.40160839
58470,37.01371463,14.6272163,52.12918268,62.12849172,44.34867321
39980,39.40124124,96.83621199,82.08532964,37.23346854,14.68349491
19570,32.24619849,45.43233949,21.58556486,60.06144712,83.14566643
16100,45.77049599,32.74386913,68.22067982,12.00436534,32.85617219
12700,24.35337097,40.26607149,48.45640067,46.09102489,17.04457516
302550,5.851046123,72.68950859,0.843464975,61.38778452,2.649854271
29480,25.65224411,23.80551656,5.969275506,7.628826808,67.35586349
277070,12.35649812,69.31114445,87.04199679,35.92842251,61.28127064
42500,26.62437015,60.35046988,48.62925837,64.3797312,77.55403295
219420,48.24206964,46.83512627,69.40215983,64.35694827,80.55332107
27740,94.27369261,29.83265404,37.36436968,90.46976576,65.46431961
195500,37.69274099,8.034896347,39.22660163,6.477679062,28.66833282
222810,78.20538355,73.08711072,77.28398159,92.93555921,20.75934758
305090,97.89123679,0.801826909,31.38551315,8.345002979,1.044179617
98120,85.00936011,27.5558759,11.04690349,2.827863981,88.79075368
147760,3.766286939,80.88922783,18.50841853,1.528621442,79.71949751
38290,14.74720813,96.45684091,91.38766694,7.045348162,22.06551283
204320,40.56505918,9.561325422,36.59979456,62.24645609,96.74004261
1080,95.49282238,50.24998135,78.65150777,62.9842699,29.59729739
220630,54.14576133,54.86215155,88.47181024,12.59918219,82.80622186
267980,29.56506053,76.64570556,50.20149889,12.1868873,90.17476999
5990,16.19726653,94.55875247,93.18329877,92.65984014,62.29974427
127160,64.38825083,16.91138996,78.11871206,39.08589664,21.01339277
93520,80.93971778,84.91340396,95.50769316,81.45338728,85.20250393
377030,75.54786651,60.1612458,54.93380215,92.26818658,29.35946412
88980,51.85476943,96.01008118,64.01303995,29.75282209,53.35651995
94800,14.57020981,63.58421641,22.00369719,33.19152809,47.51703886
100590,69.54615694,11.33296902,91.40113752,88.22183586,2.402184918
67280,75.09647974,30.35771779,41.19907528,42.82119147,54.27495541
72870,84.29512529,64.00004095,94.58333137,38.46472347,63.67016431
215200,2.024062195,42.16159188,0.398961462,69.34070726,51.22838802
133750,22.58202582,63.88962796,73.60365879,24.95298166,31.60839765
235980,88.39815054,91.03475766,53.66518543,27.12263679,9.033787609
200580,6.007600133,89.60470312,30.20726698,55.65496055,97.48792842
41920,13.02309133,26.1157527,68.06501545,13.39163748,31.39185057
233250,66.88611899,7.087065553,68.70625224,75.08282434,97.34466724
14100,95.16541076,72.59409029,76.01367235,35.02215964,39.69603383
236340,65.02612944,49.69678826,54.40334224,64.34627019,28.38195645
54180,98.07666411,19.38953161,8.670510482,96.11298968,25.39778464
86900,52.32930305,82.16465322,69.73474773,38.52987324,9.020114208
78160,57.12791568,31.75484656,27.79385971,74.76679579,88.68325399
65650,73.86018548,95.64262135,63.47261984,91.06513566,60.44358419
138040,68.6835153,14.65692078,32.2049586,96.251971,57.95916324
8560,56.81302034,49.27086076,67.85347888,36.48929704,23.49443271
60,91.30252203,35.17880865,86.5743471,43.84419225,38.73802936
21880,81.30533615,51.18702209,89.23782363,58.65392086,45.4249373
140410,20.47354237,10.91243503,29.16237721,53.05179483,70.54882999
241770,48.61552009,10.4927688,46.48341388,83.47087739,58.15261985
90370,65.70626521,48.04506311,77.44627036,27.41633674,56.21813947
59210,35.59357575,49.43039576,36.86985693,69.57947435,5.771635589
58110,65.68575479,93.11468471,10.28540654,35.4169292,44.2235736
96640,59.93015379,83.75935775,47.45379618,94.24061483,24.0598437
17180,52.61564846,60.14129202,9.0191927,5.874323926,68.06488601
257370,74.00809501,34.87450512,76.5233875,38.94651835,24.90688291
9900,38.9913975,11.41321704,88.77149726,25.1324858,21.9007641
267060,94.07726229,27.27692253,36.04286302,17.08424468,82.85861204
12690,97.2328312,32.0349446,92.28472342,25.85722647,59.74308159
5360,11.01867983,38.91794657,23.33534031,72.46384434,28.25778471
80420,6.25632266,77.26807024,19.23470282,35.02068561,80.9083615
80160,36.2182231,81.43127892,6.547253832,23.34596872,52.89076864
204210,43.6860028,50.11535829,1.673563329,33.92473778,37.18078594
100030,71.47569375,85.82225557,70.62170317,20.13529005,95.09307347
87260,26.55548607,15.12851728,77.98634972,50.26533519,44.92358492
101330,73.84282397,76.56726504,46.13830102,86.40596503,44.58029494
12860,30.53505993,67.48069869,12.0510224,28.08776229,39.89968826
348030,86.49032139,67.19418617,92.70594078,63.40048189,80.49204939
250060,63.11911679,63.77797817,27.99549157,16.70906082,54.80078187
33200,27.81241025,26.00392873,39.94858042,90.31576795,34.39850548
9680,42.3376321,45.37872725,33.40811454,89.47913157,71.92995107
118990,12.16148593,63.78411771,81.40496865,94.42170826,85.19756773
6920,56.89539636,59.06042489,36.56243255,47.36794101,34.04473551
9580,41.33562087,18.02810663,3.790447545,0.450794365,56.1599854
1810,92.0289511,1.058212609,74.43041201,93.45484608,67.00993771
9200,1.541490617,52.67637282,12.87386529,88.90278784,73.73937275
322970,25.4451974,98.17899621,71.17786684,94.99276468,87.42394417
33920,83.63245657,21.10994952,83.84777455,76.36840033,49.12555189
8420,91.68794198,11.13484182,68.1969675,57.91187772,93.35188329
279600,45.52641982,12.65425149,98.36197307,12.63252236,81.13184902
95500,18.94713802,4.345657938,73.2489743,72.69722805,54.65949718
25560,59.1098836,17.39648216,27.03916399,15.96030226,38.72933726
218150,22.77424359,96.27901597,55.34714824,9.291665412,25.42543646
7120,26.59487248,83.17358665,22.16826685,85.90742672,55.78390552
353490,52.47434568,56.10093981,95.13836714,91.92885971,17.58415101
328380,24.96524836,74.76673227,80.25184589,34.49148569,38.59152243
357250,84.74179711,16.66109066,34.61730352,12.49209541,11.40230062
100790,74.88691294,43.01025208,10.36909457,5.430824091,1.623242407
85620,32.26277299,84.22082484,40.43833548,95.74607691,61.48158678
6800,75.01007555,48.58918443,66.05894711,88.42792344,21.38384303
00680K,0.833538015,99.64189859,21.25443314,18.59967525,68.93633212
6805,50.76322576,62.52243149,20.94163551,31.54978036,1.402341225
208890,26.17655552,36.52045326,20.00204378,49.99178721,22.60204147
49950,68.71082809,6.593069847,65.20389053,89.47187382,94.13955437
207760,2.120060087,97.95467937,83.36062468,81.32105188,73.42114148
225850,22.24856626,54.04101875,43.67421202,18.05476559,90.68708927
2840,41.84008834,70.1181274,85.04283212,92.89950636,82.39578132
268280,72.24050611,65.43688604,90.99185218,72.0673354,23.54518446
107590,29.39676707,74.56497327,30.03657792,15.7265611,19.48932899
134380,14.28859428,57.72668813,14.03329028,84.05307731,5.262867778
3650,59.65821577,8.210169266,72.79462791,42.32127439,23.3041968
59090,85.24909726,76.98957492,16.75509404,69.83965075,39.18402602
214610,68.08989198,0.549702831,96.79893015,26.91912034,8.29477196
201490,29.88159368,65.30675882,25.4001466,8.464932048,55.08550378
950190,72.25425573,0.659564236,58.65206326,80.46962196,39.21144797
214180,42.8185783,75.38635856,39.72276054,21.47922482,68.90625841
155900,69.67314455,66.13741915,6.790136403,73.22982076,11.955465
206640,17.01458365,35.21950153,94.09511974,86.24410665,54.96472871
18700,91.8370577,80.61364149,83.90528361,28.41353522,59.7861825
35620,32.35283622,36.92954093,46.0610869,91.66198953,61.80792026
64520,81.87609884,65.03226291,2.442837693,71.26175064,10.22166726
53030,1.641652721,15.96910504,11.3477732,2.865941488,40.78672711
301300,78.31913042,87.16504518,0.853665219,43.86647747,68.61909073
64550,20.3197592,65.80310629,5.348895196,16.52491812,72.95879257
314930,2.052395555,87.67848164,63.50646882,85.37717573,69.08301433
208710,26.48204905,21.44252365,9.935393195,18.90767407,47.49446793
142760,33.3630337,83.06232133,99.40451972,82.52710083,23.41605223
86820,89.59407842,43.60328414,62.1568052,41.39411492,0.767050276
38460,25.70499693,28.49095685,73.89473197,15.79269863,69.45357461
281310,26.34535383,87.96245923,27.6800462,92.15302964,89.95094975
266470,37.12671435,78.18729821,17.81366693,85.00570103,53.67519498
