code,h_0,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,l_0,l_1,l_2,l_3,l_4,l_5,l_6,l_7,l_8,l_9
217500,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34327K,34327L,154040,248070,35610,357780,265520
92590,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34328K,34328L,154040,248070,35610,357780,265520
141080,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34329K,34329L,154040,248070,35610,357780,265520
60300,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34330K,34330L,154040,248070,35610,357780,265520
38390,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34331K,34331L,154040,248070,35610,357780,265520
294140,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34332K,34332L,154040,248070,35610,357780,265520
228670,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34333K,34333L,154040,248070,35610,357780,265520
228850,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34334K,34334L,154040,248070,35610,357780,265520
281740,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34335K,34335L,154040,248070,35610,357780,265520
277810,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34336K,34336L,154040,248070,35610,357780,265520
179720,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34337K,34337L,154040,248070,35610,357780,265520
215100,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34338K,34338L,154040,248070,35610,357780,265520
90360,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34339K,34339L,154040,248070,35610,357780,265520
238500,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34340K,34340L,154040,248070,35610,357780,265520
108490,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34341K,34341L,154040,248070,35610,357780,265520
900260,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34342K,34342L,154040,248070,35610,357780,265520
67730,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34343K,34343L,154040,248070,35610,357780,265520
71280,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34344K,34344L,154040,248070,35610,357780,265520
32350,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34345K,34345L,154040,248070,35610,357780,265520
89860,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34346K,34346L,154040,248070,35610,357780,265520
330590,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34347K,34347L,154040,248070,35610,357780,265520
400,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34348K,34348L,154040,248070,35610,357780,265520
23530,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34349K,34349L,154040,248070,35610,357780,265520
4000,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34350K,34350L,154040,248070,35610,357780,265520
286940,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34351K,34351L,154040,248070,35610,357780,265520
280360,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34352K,34352L,154040,248070,35610,357780,265520
4990,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34353K,34353L,154040,248070,35610,357780,265520
00499K,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34354K,34354L,154040,248070,35610,357780,265520
5300,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34355K,34355L,154040,248070,35610,357780,265520
5305,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34356K,34356L,154040,248070,35610,357780,265520
11170,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34357K,34357L,154040,248070,35610,357780,265520
2270,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34358K,34358L,154040,248070,35610,357780,265520
71840,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34359K,34359L,154040,248070,35610,357780,265520
38060,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34360K,34360L,154040,248070,35610,357780,265520
162120,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34361K,34361L,154040,248070,35610,357780,265520
253610,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34362K,34362L,154040,248070,35610,357780,265520
85370,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34363K,34363L,154040,248070,35610,357780,265520
08537M,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34364K,34364L,154040,248070,35610,357780,265520
60240,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34365K,34365L,154040,248070,35610,357780,265520
58470,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34366K,34366L,154040,248070,35610,357780,265520
39980,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34367K,34367L,154040,248070,35610,357780,265520
19570,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34368K,34368L,154040,248070,35610,357780,265520
16100,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34369K,34369L,154040,248070,35610,357780,265520
12700,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34370K,34370L,154040,248070,35610,357780,265520
302550,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34371K,34371L,154040,248070,35610,357780,265520
29480,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34372K,34372L,154040,248070,35610,357780,265520
277070,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34373K,34373L,154040,248070,35610,357780,265520
42500,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34374K,34374L,154040,248070,35610,357780,265520
219420,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34375K,34375L,154040,248070,35610,357780,265520
27740,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34376K,34376L,154040,248070,35610,357780,265520
195500,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34377K,34377L,154040,248070,35610,357780,265520
222810,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34378K,34378L,154040,248070,35610,357780,265520
305090,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34379K,34379L,154040,248070,35610,357780,265520
98120,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34380K,34380L,154040,248070,35610,357780,265520
147760,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34381K,34381L,154040,248070,35610,357780,265520
38290,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34382K,34382L,154040,248070,35610,357780,265520
204320,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34383K,34383L,154040,248070,35610,357780,265520
1080,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34384K,34384L,154040,248070,35610,357780,265520
220630,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34385K,34385L,154040,248070,35610,357780,265520
267980,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34386K,34386L,154040,248070,35610,357780,265520
5990,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34387K,34387L,154040,248070,35610,357780,265520
127160,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34388K,34388L,154040,248070,35610,357780,265520
93520,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34389K,34389L,154040,248070,35610,357780,265520
377030,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34390K,34390L,154040,248070,35610,357780,265520
88980,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34391K,34391L,154040,248070,35610,357780,265520
94800,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34392K,34392L,154040,248070,35610,357780,265520
100590,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34393K,34393L,154040,248070,35610,357780,265520
67280,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34394K,34394L,154040,248070,35610,357780,265520
72870,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34395K,34395L,154040,248070,35610,357780,265520
215200,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34396K,34396L,154040,248070,35610,357780,265520
133750,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34397K,34397L,154040,248070,35610,357780,265520
235980,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34398K,34398L,154040,248070,35610,357780,265520
200580,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34399K,34399L,154040,248070,35610,357780,265520
41920,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34400K,34400L,154040,248070,35610,357780,265520
233250,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34401K,34401L,154040,248070,35610,357780,265520
14100,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34402K,34402L,154040,248070,35610,357780,265520
236340,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34403K,34403L,154040,248070,35610,357780,265520
54180,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34404K,34404L,154040,248070,35610,357780,265520
86900,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34405K,34405L,154040,248070,35610,357780,265520
78160,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34406K,34406L,154040,248070,35610,357780,265520
65650,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34407K,34407L,154040,248070,35610,357780,265520
138040,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34408K,34408L,154040,248070,35610,357780,265520
8560,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34409K,34409L,154040,248070,35610,357780,265520
60,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34410K,34410L,154040,248070,35610,357780,265520
21880,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34411K,34411L,154040,248070,35610,357780,265520
140410,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34412K,34412L,154040,248070,35610,357780,265520
241770,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34413K,34413L,154040,248070,35610,357780,265520
90370,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34414K,34414L,154040,248070,35610,357780,265520
59210,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34415K,34415L,154040,248070,35610,357780,265520
58110,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34416K,34416L,154040,248070,35610,357780,265520
96640,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34417K,34417L,154040,248070,35610,357780,265520
17180,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34418K,34418L,154040,248070,35610,357780,265520
257370,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34419K,34419L,154040,248070,35610,357780,265520
9900,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34420K,34420L,154040,248070,35610,357780,265520
267060,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34421K,34421L,154040,248070,35610,357780,265520
12690,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34422K,34422L,154040,248070,35610,357780,265520
5360,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34423K,34423L,154040,248070,35610,357780,265520
80420,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34424K,34424L,154040,248070,35610,357780,265520
80160,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34425K,34425L,154040,248070,35610,357780,265520
204210,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34426K,34426L,154040,248070,35610,357780,265520
100030,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34427K,34427L,154040,248070,35610,357780,265520
87260,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34428K,34428L,154040,248070,35610,357780,265520
101330,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34429K,34429L,154040,248070,35610,357780,265520
12860,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34430K,34430L,154040,248070,35610,357780,265520
348030,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34431K,34431L,154040,248070,35610,357780,265520
250060,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34432K,34432L,154040,248070,35610,357780,265520
33200,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34433K,34433L,154040,248070,35610,357780,265520
9680,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34434K,34434L,154040,248070,35610,357780,265520
118990,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34435K,34435L,154040,248070,35610,357780,265520
6920,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34436K,34436L,154040,248070,35610,357780,265520
9580,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34437K,34437L,154040,248070,35610,357780,265520
1810,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34438K,34438L,154040,248070,35610,357780,265520
9200,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34439K,34439L,154040,248070,35610,357780,265520
322970,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34440K,34440L,154040,248070,35610,357780,265520
33920,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34441K,34441L,154040,248070,35610,357780,265520
8420,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34442K,34442L,154040,248070,35610,357780,265520
279600,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34443K,34443L,154040,248070,35610,357780,265520
95500,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34444K,34444L,154040,248070,35610,357780,265520
25560,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34445K,34445L,154040,248070,35610,357780,265520
218150,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34446K,34446L,154040,248070,35610,357780,265520
7120,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34447K,34447L,154040,248070,35610,357780,265520
353490,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34448K,34448L,154040,248070,35610,357780,265520
328380,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34449K,34449L,154040,248070,35610,357780,265520
357250,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34450K,34450L,154040,248070,35610,357780,265520
100790,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34451K,34451L,154040,248070,35610,357780,265520
85620,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34452K,34452L,154040,248070,35610,357780,265520
6800,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34453K,34453L,154040,248070,35610,357780,265520
00680K,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34454K,34454L,154040,248070,35610,357780,265520
6805,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34455K,34455L,154040,248070,35610,357780,265520
208890,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34456K,34456L,154040,248070,35610,357780,265520
49950,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34457K,34457L,154040,248070,35610,357780,265520
207760,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34458K,34458L,154040,248070,35610,357780,265520
225850,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34459K,34459L,154040,248070,35610,357780,265520
2840,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34460K,34460L,154040,248070,35610,357780,265520
268280,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34461K,34461L,154040,248070,35610,357780,265520
107590,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34462K,34462L,154040,248070,35610,357780,265520
134380,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34463K,34463L,154040,248070,35610,357780,265520
3650,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34464K,34464L,154040,248070,35610,357780,265520
59090,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34465K,34465L,154040,248070,35610,357780,265520
214610,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34466K,34466L,154040,248070,35610,357780,265520
201490,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34467K,34467L,154040,248070,35610,357780,265520
950190,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34468K,34468L,154040,248070,35610,357780,265520
214180,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34469K,34469L,154040,248070,35610,357780,265520
155900,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34470K,34470L,154040,248070,35610,357780,265520
206640,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34471K,34471L,154040,248070,35610,357780,265520
18700,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34472K,34472L,154040,248070,35610,357780,265520
35620,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34473K,34473L,154040,248070,35610,357780,265520
64520,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34474K,34474L,154040,248070,35610,357780,265520
53030,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34475K,34475L,154040,248070,35610,357780,265520
301300,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34476K,34476L,154040,248070,35610,357780,265520
64550,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34477K,34477L,154040,248070,35610,357780,265520
314930,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34478K,34478L,154040,248070,35610,357780,265520
208710,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34479K,34479L,154040,248070,35610,357780,265520
142760,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34480K,34480L,154040,248070,35610,357780,265520
86820,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34481K,34481L,154040,248070,35610,357780,265520
38460,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34482K,34482L,154040,248070,35610,357780,265520
281310,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34483K,34483L,154040,248070,35610,357780,265520
266470,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34484K,34484L,154040,248070,35610,357780,265520
86040,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34485K,34485L,154040,248070,35610,357780,265520
199290,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34486K,34486L,154040,248070,35610,357780,265520
99430,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34487K,34487L,154040,248070,35610,357780,265520
32980,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34488K,34488L,154040,248070,35610,357780,265520
222160,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34489K,34489L,154040,248070,35610,357780,265520
308080,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34490K,34490L,154040,248070,35610,357780,265520
43150,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34491K,34491L,154040,248070,35610,357780,265520
323990,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34492K,34492L,154040,248070,35610,357780,265520
3610,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34493K,34493L,154040,248070,35610,357780,265520
267790,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34494K,34494L,154040,248070,35610,357780,265520
1340,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34495K,34495L,154040,248070,35610,357780,265520
46310,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34496K,34496L,154040,248070,35610,357780,265520
35150,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34497K,34497L,154040,248070,35610,357780,265520
66410,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34498K,34498L,154040,248070,35610,357780,265520
2410,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34499K,34499L,154040,248070,35610,357780,265520
206400,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34500K,34500L,154040,248070,35610,357780,265520
19010,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34501K,34501L,154040,248070,35610,357780,265520
177350,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34502K,34502L,154040,248070,35610,357780,265520
299910,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34503K,34503L,154040,248070,35610,357780,265520
96300,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34504K,34504L,154040,248070,35610,357780,265520
7210,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34505K,34505L,154040,248070,35610,357780,265520
225530,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34506K,34506L,154040,248070,35610,357780,265520
250000,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34507K,34507L,154040,248070,35610,357780,265520
2760,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34508K,34508L,154040,248070,35610,357780,265520
3850,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34509K,34509L,154040,248070,35610,357780,265520
6910,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34510K,34510L,154040,248070,35610,357780,265520
890,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34511K,34511L,154040,248070,35610,357780,265520
226340,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34512K,34512L,154040,248070,35610,357780,265520
206950,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34513K,34513L,154040,248070,35610,357780,265520
3000,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34514K,34514L,154040,248070,35610,357780,265520
1270,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34515K,34515L,154040,248070,35610,357780,265520
1275,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34516K,34516L,154040,248070,35610,357780,265520
26940,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34517K,34517L,154040,248070,35610,357780,265520
14470,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34518K,34518L,154040,248070,35610,357780,265520
15350,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34519K,34519L,154040,248070,35610,357780,265520
11390,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34520K,34520L,154040,248070,35610,357780,265520
5030,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34521K,34521L,154040,248070,35610,357780,265520
8470,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34522K,34522L,154040,248070,35610,357780,265520
338220,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34523K,34523L,154040,248070,35610,357780,265520
100120,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34524K,34524L,154040,248070,35610,357780,265520
337930,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34525K,34525L,154040,248070,35610,357780,265520
99390,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34526K,34526L,154040,248070,35610,357780,265520
64480,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34527K,34527L,154040,248070,35610,357780,265520
288330,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34528K,34528L,154040,248070,35610,357780,265520
251630,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34529K,34529L,154040,248070,35610,357780,265520
18290,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34530K,34530L,154040,248070,35610,357780,265520
44480,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34531K,34531L,154040,248070,35610,357780,265520
33560,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34532K,34532L,154040,248070,35610,357780,265520
191600,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34533K,34533L,154040,248070,35610,357780,265520
126340,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34534K,34534L,154040,248070,35610,357780,265520
121800,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34535K,34535L,154040,248070,35610,357780,265520
148140,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34536K,34536L,154040,248070,35610,357780,265520
82800,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34537K,34537L,154040,248070,35610,357780,265520
318410,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34538K,34538L,154040,248070,35610,357780,265520
2070,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34539K,34539L,154040,248070,35610,357780,265520
100220,258250,68270,68760,91990,290690,53110,950200,32680,32685,258790,66910,43100,336370,34540K,34540L,154040,248070,35610,357780,265520
